-29.4;-29.4;0.7
-29.4;-28.8;0.7
-29.4;-28.2;0.7
-29.4;-27.6;0.7
-29.4;-27;0.7
-29.4;-26.4;0.7
-29.4;-25.8;0.7
-29.4;-25.2;0.7
-29.4;-24.6;0.7
-29.4;-24;0.7
-29.4;-23.4;0.7
-29.4;-22.8;0.7
-29.4;-22.2;0.7
-29.4;-21.6;0.7
-29.4;-21;0.7
-29.4;-20.4;0.7
-29.4;-19.8;0.7
-29.4;-19.2;0.7
-29.4;-18.6;0.7
-29.4;-18;0.7
-29.4;-17.4;0.7
-29.4;-16.8;0.7
-29.4;-16.2;0.7
-29.4;-15.6;0.7
-29.4;-15;0.7
-29.4;-14.4;0.7
-29.4;-13.8;0.7
-29.4;-13.2;0.7
-29.4;-12.6;0.7
-29.4;-12;0.7
-29.4;-11.4;0.7
-29.4;-10.8;0.7
-29.4;-10.2;0.7
-29.4;-9.6;0.7
-29.4;-9;0.7
-29.4;-8.4;0.7
-29.4;-7.8;0.7
-29.4;-7.2;0.7
-29.4;-6.6;0.7
-29.4;-6;0.7
-29.4;-5.4;0.7
-29.4;-4.8;1.13167
-29.4;-4.2;7.99079
-29.4;-3.6;9.49666
-29.4;-3;1.33315
-29.4;-2.4;0.7
-29.4;-1.8;0.7
-29.4;-1.2;0.7
-29.4;-0.6;0.7
-29.4;0;0.7
-29.4;0.6;0.7
-29.4;1.2;0.7
-29.4;1.8;0.7
-29.4;2.4;0.7
-29.4;3;0.7
-29.4;3.6;0.7
-29.4;4.2;0.7
-29.4;4.8;0.7
-29.4;5.4;0.7
-29.4;6;0.7
-29.4;6.6;0.7
-29.4;7.2;0.7
-29.4;7.8;0.7
-29.4;8.4;0.7
-29.4;9;0.7
-29.4;9.6;0.7
-29.4;10.2;0.7
-29.4;10.8;0.7
-29.4;11.4;0.7
-29.4;12;0.7
-29.4;12.6;0.7
-29.4;13.2;0.7
-29.4;13.8;0.7
-29.4;14.4;0.7
-29.4;15;0.7
-29.4;15.6;0.7
-29.4;16.2;0.7
-29.4;16.8;0.7
-29.4;17.4;0.7
-29.4;18;0.7
-29.4;18.6;0.7
-29.4;19.2;0.7
-29.4;19.8;0.7
-29.4;20.4;0.7
-29.4;21;0.7
-29.4;21.6;0.7
-29.4;22.2;0.7
-29.4;22.8;0.7
-29.4;23.4;0.7
-29.4;24;0.7
-29.4;24.6;0.7
-29.4;25.2;0.7
-29.4;25.8;0.7
-29.4;26.4;0.7
-29.4;27;0.7
-29.4;27.6;0.7
-29.4;28.2;0.7
-29.4;28.8;0.7
-29.4;29.4;0.7
-29.4;30;0.7

-28.8;-29.4;0.7
-28.8;-28.8;0.7
-28.8;-28.2;0.7
-28.8;-27.6;0.7
-28.8;-27;0.7
-28.8;-26.4;0.7
-28.8;-25.8;0.7
-28.8;-25.2;0.7
-28.8;-24.6;0.7
-28.8;-24;0.7
-28.8;-23.4;0.7
-28.8;-22.8;0.7
-28.8;-22.2;0.7
-28.8;-21.6;0.7
-28.8;-21;0.7
-28.8;-20.4;0.7
-28.8;-19.8;0.7
-28.8;-19.2;0.7
-28.8;-18.6;0.7
-28.8;-18;0.7
-28.8;-17.4;0.7
-28.8;-16.8;0.7
-28.8;-16.2;0.7
-28.8;-15.6;0.7
-28.8;-15;0.7
-28.8;-14.4;0.7
-28.8;-13.8;0.7
-28.8;-13.2;0.7
-28.8;-12.6;0.7
-28.8;-12;0.7
-28.8;-11.4;0.7
-28.8;-10.8;0.7
-28.8;-10.2;0.7
-28.8;-9.6;0.7
-28.8;-9;0.7
-28.8;-8.4;0.7
-28.8;-7.8;0.7
-28.8;-7.2;0.7
-28.8;-6.6;0.7
-28.8;-6;0.7
-28.8;-5.4;0.7
-28.8;-4.8;2.6563
-28.8;-4.2;12.0922
-28.8;-3.6;6.01223
-28.8;-3;0.718207
-28.8;-2.4;0.7
-28.8;-1.8;0.7
-28.8;-1.2;0.7
-28.8;-0.6;0.7
-28.8;0;0.7
-28.8;0.6;0.7
-28.8;1.2;0.7
-28.8;1.8;0.7
-28.8;2.4;0.7
-28.8;3;0.7
-28.8;3.6;0.7
-28.8;4.2;0.7
-28.8;4.8;0.7
-28.8;5.4;0.7
-28.8;6;0.7
-28.8;6.6;0.7
-28.8;7.2;0.7
-28.8;7.8;0.7
-28.8;8.4;0.7
-28.8;9;0.7
-28.8;9.6;0.7
-28.8;10.2;0.7
-28.8;10.8;0.7
-28.8;11.4;0.7
-28.8;12;0.7
-28.8;12.6;0.7
-28.8;13.2;0.7
-28.8;13.8;0.7
-28.8;14.4;0.7
-28.8;15;0.7
-28.8;15.6;0.7
-28.8;16.2;0.7
-28.8;16.8;0.7
-28.8;17.4;0.7
-28.8;18;0.7
-28.8;18.6;0.7
-28.8;19.2;0.7
-28.8;19.8;0.7
-28.8;20.4;0.7
-28.8;21;0.7
-28.8;21.6;0.7
-28.8;22.2;0.7
-28.8;22.8;0.7
-28.8;23.4;0.7
-28.8;24;0.7
-28.8;24.6;0.7
-28.8;25.2;0.7
-28.8;25.8;0.7
